"","date","total","Armed_Assault","Bombing","Assisination","Hijacking","Hostage","Kidnapping","Facility_attack","Unarmed_assault","Unknown"
"920","2013-02-19",1,1,0,0,0,0,0,0,0,0
"921","2013-02-24",2,2,0,0,0,0,0,0,0,1
"922","2013-02-27",1,1,2,0,0,0,0,0,0,0
"923","2013-03-02",1,1,1,0,0,0,0,0,0,0
"924","2013-03-09",1,1,1,0,0,0,0,0,1,0
"925","2013-03-13",2,2,0,0,0,0,2,0,0,0
"926","2013-03-15",1,1,1,0,0,0,0,0,0,0
"927","2013-03-19",1,1,0,0,0,0,0,0,0,0
"928","2013-03-21",1,1,0,0,0,0,0,0,0,0
"929","2013-03-24",1,1,0,0,0,0,0,0,0,0
"930","2013-03-27",2,2,0,0,0,0,0,0,0,0
"931","2013-03-31",1,1,1,0,0,0,0,0,0,0
"932","2013-04-01",1,1,0,0,0,0,1,0,0,0
"933","2013-04-03",1,1,1,0,0,0,0,0,0,0
"934","2013-04-04",2,2,2,0,0,0,1,0,0,0
"935","2013-04-07",1,1,5,0,0,0,0,1,0,0
"936","2013-04-16",2,2,0,0,0,0,0,0,0,0
"937","2013-04-24",2,2,0,1,0,0,0,1,0,0
"938","2013-04-26",1,1,0,1,0,0,0,0,0,0
"939","2013-04-27",1,1,0,1,0,0,0,0,0,0
"940","2013-04-28",1,1,1,1,0,0,0,0,0,0
"941","2013-05-09",2,2,0,0,0,0,0,0,0,0
"942","2013-05-10",2,2,0,0,0,0,0,0,0,0
"943","2013-05-12",2,2,1,0,0,0,1,0,0,0
"944","2013-05-17",1,1,0,0,0,0,0,0,0,0
"945","2013-05-18",1,1,0,0,0,0,0,0,0,0
"946","2013-05-19",2,2,0,0,0,0,0,0,0,0
"947","2013-05-22",2,2,0,0,0,1,0,0,0,0
"948","2013-05-24",2,2,0,0,0,0,0,0,0,0
"949","2013-05-29",1,1,0,0,0,0,0,0,0,0
"950","2013-06-05",2,2,1,0,0,0,0,1,0,0
"951","2013-06-10",2,2,0,0,0,0,0,0,0,0
"952","2013-06-13",1,1,0,0,0,0,0,0,0,0
"953","2013-06-17",1,1,0,0,0,0,0,0,0,0
"954","2013-06-21",1,1,1,0,0,0,0,0,0,0
"955","2013-06-22",1,1,0,0,0,0,0,0,0,0
"956","2013-06-23",2,2,1,0,0,0,0,0,0,0
"957","2013-06-24",1,1,0,1,0,0,0,0,0,0
"958","2013-06-26",1,1,1,0,0,0,0,0,0,0
"959","2013-06-27",2,2,1,0,0,0,0,0,0,0
"960","2013-07-01",1,1,3,1,0,0,1,0,0,0
"961","2013-07-02",1,1,1,1,0,0,0,0,0,0
"962","2013-07-03",2,2,0,0,0,0,0,0,0,0
"963","2013-07-08",1,1,2,0,0,0,0,0,0,0
"964","2013-07-09",1,1,4,0,0,0,0,0,0,0
"965","2013-07-13",2,2,0,0,0,0,1,0,0,0
"966","2013-07-15",1,1,2,0,0,0,0,0,0,0
"967","2013-07-16",1,1,1,0,0,0,0,0,0,0
"968","2013-07-17",1,1,2,0,0,0,0,0,0,0
"969","2013-07-18",1,1,1,0,0,0,0,0,0,0
"970","2013-07-20",1,1,2,0,0,0,0,0,0,0
"971","2013-07-21",1,1,2,0,0,0,2,0,0,0
"972","2013-07-22",1,1,2,0,0,0,1,0,0,0
"973","2013-07-24",2,2,1,0,0,0,0,0,0,0
"974","2013-08-02",1,1,2,0,0,0,0,0,0,0
"975","2013-08-08",4,4,0,0,0,0,1,0,0,0
"976","2013-08-09",2,2,0,0,0,0,0,0,0,0
"977","2013-08-12",1,1,1,0,0,0,0,0,0,0
"978","2013-08-20",1,1,0,1,0,0,0,0,0,0
"979","2013-08-23",1,1,0,1,0,0,0,0,0,0
"980","2013-08-26",2,2,0,0,0,0,0,0,0,0
"981","2013-08-27",1,1,1,0,0,0,0,0,0,0
"982","2013-08-28",1,1,1,0,0,0,0,0,0,0
"983","2013-09-01",1,1,1,0,0,0,1,0,0,0
"984","2013-09-07",1,1,1,0,0,0,0,0,0,0
"985","2013-09-09",1,1,0,0,0,0,0,1,0,0
"986","2013-09-10",1,1,0,0,0,0,0,0,0,0
"987","2013-09-14",1,1,0,0,0,0,0,0,0,0
"988","2013-09-16",1,1,0,0,0,0,0,0,0,0
"989","2013-09-17",2,2,0,0,0,0,0,0,0,0
"990","2013-09-18",2,2,0,0,0,0,0,1,0,0
"991","2013-09-20",1,1,1,0,0,0,0,0,0,0
"992","2013-09-21",1,1,0,0,0,0,1,0,0,0
"993","2013-09-23",1,1,0,0,0,0,0,0,0,0
"994","2013-09-25",1,1,1,0,0,0,0,0,0,0
"995","2013-09-26",2,2,1,0,1,0,1,0,0,0
"996","2013-09-28",2,2,0,0,0,0,0,0,0,0
"997","2013-09-30",1,1,0,0,0,0,0,0,0,0
"998","2013-10-06",1,1,1,0,0,0,0,1,0,1
"999","2013-10-12",1,1,0,0,0,0,0,0,0,0
"1000","2013-10-19",1,1,1,0,0,0,0,0,0,0
"1001","2013-10-21",1,1,0,0,0,0,0,0,0,0
"1002","2013-10-25",1,1,0,0,0,0,1,0,0,0
"1003","2013-10-30",1,1,2,0,0,0,0,0,0,0
"1004","2013-10-31",1,1,0,0,0,0,0,0,0,0
"1005","2013-11-02",1,1,2,1,0,0,0,0,0,0
"1006","2013-11-03",1,1,1,0,0,0,0,0,0,0
"1007","2013-11-05",1,1,0,0,0,0,0,0,0,0
"1008","2013-11-07",1,1,3,0,0,0,0,1,0,0
"1009","2013-11-08",1,1,1,0,0,0,1,0,0,0
"1010","2013-11-11",2,2,6,0,0,0,1,0,0,2
"1011","2013-11-12",1,1,3,0,0,0,0,0,0,0
"1012","2013-11-13",1,1,0,1,0,0,0,0,0,0
"1013","2013-11-15",1,1,1,0,0,0,0,0,0,0
"1014","2013-11-16",2,2,1,0,0,0,0,0,0,0
"1015","2013-11-19",1,1,0,1,0,0,0,0,0,0
"1016","2013-11-23",2,2,3,0,0,0,1,0,0,0
"1017","2013-11-26",1,1,3,0,0,0,0,0,0,0
"1018","2013-11-29",1,1,0,0,0,0,0,0,0,0
"1019","2013-12-02",1,1,0,0,0,0,0,0,0,0
"1020","2013-12-04",1,1,0,0,1,0,1,0,0,0
"1021","2013-12-06",2,2,1,1,0,0,3,0,0,0
"1022","2013-12-07",2,2,0,0,0,0,0,1,0,0
"1023","2013-12-09",1,1,1,0,0,0,0,0,0,0
"1024","2013-12-11",4,4,1,0,0,0,0,0,0,1
"1025","2013-12-12",1,1,0,0,0,0,2,0,0,0
"1026","2013-12-14",2,2,0,0,0,0,0,0,0,0
"1027","2013-12-15",1,1,2,0,0,0,0,1,0,0
"1028","2013-12-16",1,1,0,0,0,0,0,0,0,0
"1029","2013-12-27",2,2,0,0,0,0,1,0,0,0
"1030","2014-01-06",1,1,0,0,0,0,0,0,0,0
"1031","2014-01-07",3,3,1,0,0,0,1,0,0,0
"1032","2014-01-08",2,2,1,0,0,0,0,0,0,0
"1033","2014-01-13",1,1,0,0,0,0,0,0,0,0
"1034","2014-01-15",1,1,0,1,0,0,0,0,0,0
"1035","2014-01-17",1,1,1,0,0,0,2,0,0,0
"1036","2014-01-18",5,5,0,1,0,0,0,0,0,0
"1037","2014-01-19",2,2,0,0,0,0,0,0,0,0
"1038","2014-01-20",1,1,1,0,0,0,1,0,0,0
"1039","2014-01-26",1,1,6,0,0,0,0,1,0,0
"1040","2014-01-28",2,2,3,0,0,0,0,0,0,0
"1041","2014-01-29",1,1,1,0,0,0,0,0,0,0
"1042","2014-02-07",2,2,1,1,0,0,0,0,0,0
"1043","2014-02-09",1,1,3,0,0,0,0,0,0,0
"1044","2014-02-16",1,1,2,0,0,0,0,1,0,0
"1045","2014-02-21",2,2,0,0,0,0,0,0,0,0
"1046","2014-02-22",1,1,1,0,0,0,0,0,0,0
"1047","2014-02-24",1,1,1,1,0,0,0,0,0,0
"1048","2014-02-27",1,1,0,0,0,0,1,0,0,0
"1049","2014-03-01",1,1,0,0,0,0,1,0,0,0
"1050","2014-03-03",2,2,1,0,0,0,1,0,0,0
"1051","2014-03-08",1,1,0,2,0,0,0,0,0,0
"1052","2014-03-09",1,1,0,0,0,0,0,0,0,0
"1053","2014-03-10",1,1,1,0,0,0,1,0,0,1
"1054","2014-03-14",1,1,1,1,0,1,0,0,0,0
"1055","2014-03-21",1,1,0,1,0,1,0,1,0,0
"1056","2014-03-24",1,1,0,0,0,0,0,0,0,0
"1057","2014-03-25",1,1,1,0,0,0,0,0,0,0
"1058","2014-03-26",1,1,1,0,0,0,0,0,0,0
"1059","2014-03-28",2,2,1,0,1,0,1,0,0,0
"1060","2014-03-29",4,4,1,0,0,0,0,1,0,0
"1061","2014-04-01",1,1,2,0,0,0,2,0,0,0
"1062","2014-04-02",1,1,2,0,0,0,2,1,1,0
"1063","2014-04-07",1,1,4,0,0,0,0,1,0,0
"1064","2014-04-08",3,3,6,0,0,0,0,0,0,0
"1065","2014-04-09",1,1,8,1,0,0,1,4,0,0
"1066","2014-04-10",1,1,13,0,0,0,0,16,0,0
"1067","2014-04-11",1,1,2,0,0,0,1,0,0,0
"1068","2014-04-13",2,2,3,0,0,0,0,0,0,0
"1069","2014-04-17",1,1,9,1,0,0,0,0,0,0
"1070","2014-04-20",2,2,1,0,0,0,0,0,0,0
"1071","2014-04-22",3,3,0,0,0,0,0,0,0,0
"1072","2014-04-24",2,2,1,0,0,0,0,1,0,0
"1073","2014-04-26",1,1,0,0,0,0,1,0,0,0
"1074","2014-04-27",2,2,2,0,0,0,3,0,0,0
"1075","2014-04-28",1,1,1,0,0,0,0,1,0,0
"1076","2014-04-29",2,2,1,0,0,0,0,0,0,0
"1077","2014-05-01",3,3,2,0,0,0,0,0,1,1
"1078","2014-05-02",2,2,0,0,0,0,1,0,0,0
"1079","2014-05-03",1,1,1,0,0,0,0,0,0,0
"1080","2014-05-06",1,1,4,0,0,0,0,1,0,1
"1081","2014-05-07",1,1,4,0,0,0,0,3,0,1
"1082","2014-05-12",1,1,2,0,0,0,0,0,0,0
"1083","2014-05-14",1,1,3,0,0,0,0,1,0,0
"1084","2014-05-21",1,1,0,0,0,0,0,0,0,0
"1085","2014-05-24",1,1,0,0,0,0,0,0,0,0
"1086","2014-05-25",1,1,0,0,0,0,0,0,0,0
"1087","2014-05-26",2,2,1,0,0,0,0,0,0,0
"1088","2014-05-28",1,1,0,0,0,0,0,2,0,0
"1089","2014-05-29",2,2,1,1,0,0,0,0,0,0
"1090","2014-05-30",1,1,0,0,0,0,0,0,0,0
"1091","2014-05-31",1,1,0,0,0,0,0,0,0,0
"1092","2014-06-01",1,1,0,0,0,0,1,0,0,0
"1093","2014-06-03",2,2,1,0,0,0,0,0,0,0
"1094","2014-06-04",1,1,3,0,0,0,0,0,0,0
"1095","2014-06-05",1,1,0,1,0,0,0,0,0,0
"1096","2014-06-06",1,1,2,1,0,0,0,0,0,0
"1097","2014-06-07",2,2,2,1,0,0,0,1,0,0
"1098","2014-06-11",1,1,1,1,0,0,0,0,0,0
"1099","2014-06-15",1,1,1,0,0,0,0,0,0,0
"1100","2014-06-16",1,1,0,0,0,0,1,1,0,0
"1101","2014-06-17",1,1,1,0,0,0,1,0,0,0
"1102","2014-06-24",1,1,1,0,0,0,0,0,0,0
"1103","2014-06-25",1,1,5,0,0,0,1,0,0,0
"1104","2014-06-26",1,1,0,0,0,0,0,0,0,0
"1105","2014-06-28",1,1,0,0,0,0,0,0,0,0
"1106","2014-07-01",1,1,0,0,0,0,0,0,0,0
"1107","2014-07-02",1,1,1,0,0,0,0,0,0,0
"1108","2014-07-03",1,1,0,0,0,0,1,0,0,0
"1109","2014-07-04",1,1,0,0,0,0,0,0,0,0
"1110","2014-07-06",1,1,2,0,0,0,1,0,0,0
"1111","2014-07-08",1,1,4,0,0,0,0,0,0,0
"1112","2014-07-09",2,2,0,0,0,0,0,0,0,0
"1113","2014-07-12",1,1,1,0,0,0,0,0,0,0
"1114","2014-07-15",1,1,0,0,0,0,0,0,0,0
"1115","2014-07-16",1,1,1,1,0,0,0,0,0,0
"1116","2014-07-18",1,1,1,0,0,0,0,0,0,0
"1117","2014-07-22",1,1,1,0,0,0,0,1,0,0
"1118","2014-07-25",1,1,1,0,0,0,3,0,0,2
"1119","2014-07-26",1,1,2,0,0,0,3,0,0,0
"1120","2014-07-28",1,1,1,0,0,0,0,0,0,0
"1121","2014-07-31",1,1,0,0,0,0,2,0,0,0
"1122","2014-08-01",1,1,1,0,0,0,0,0,0,0
"1123","2014-08-02",1,1,0,0,0,0,0,0,2,0
"1124","2014-08-03",2,2,0,0,0,0,1,0,0,0
"1125","2014-08-06",2,2,0,0,0,0,0,0,0,0
"1126","2014-08-07",1,1,1,0,0,0,0,0,0,0
"1127","2014-08-10",1,1,1,0,0,0,1,0,1,0
"1128","2014-08-11",1,1,0,1,0,0,0,0,0,0
"1129","2014-08-12",1,1,1,1,0,0,1,5,0,0
"1130","2014-08-13",2,2,1,0,1,0,0,0,0,0
"1131","2014-08-14",1,1,1,0,0,0,0,0,0,0
"1132","2014-08-16",2,2,1,0,0,0,2,0,0,1
"1133","2014-08-17",1,1,1,0,0,0,1,0,0,0
"1134","2014-08-18",1,1,0,0,0,0,0,0,0,0
"1135","2014-08-19",1,1,3,0,0,0,0,0,0,0
"1136","2014-08-22",2,2,1,1,0,0,0,0,0,0
"1137","2014-08-23",2,2,0,0,0,0,0,0,0,0
"1138","2014-08-29",2,2,1,0,0,0,0,0,0,1
"1139","2014-08-30",2,2,0,0,0,0,0,0,0,0
"1140","2014-09-02",1,1,1,0,0,0,0,0,0,0
"1141","2014-09-07",1,1,0,0,0,0,0,0,0,0
"1142","2014-09-09",2,2,0,0,0,0,0,0,0,0
"1143","2014-09-17",1,1,1,0,0,0,1,0,0,0
"1144","2014-09-21",1,1,0,0,0,0,0,0,0,0
"1145","2014-09-23",1,1,0,1,0,0,0,0,0,0
"1146","2014-09-26",1,1,1,1,0,0,0,0,0,0
"1147","2014-09-27",1,1,2,1,0,0,0,0,0,0
"1148","2014-10-04",1,1,1,0,0,0,0,0,0,0
"1149","2014-10-23",3,3,0,0,0,0,0,0,0,0
"1150","2014-10-25",2,2,0,0,0,0,0,0,0,0
"1151","2014-10-27",1,1,1,0,0,0,0,0,0,0
"1152","2014-11-03",1,1,1,0,0,0,0,0,0,0
"1153","2014-11-04",2,2,1,1,0,0,0,0,0,0
"1154","2014-11-05",1,1,1,0,0,0,0,1,0,0
"1155","2014-11-08",1,1,1,0,0,0,0,0,0,0
"1156","2014-11-13",2,2,0,0,0,0,0,1,0,0
"1157","2014-11-16",2,2,1,0,0,0,0,0,0,0
"1158","2014-11-17",1,1,1,0,0,0,0,0,0,0
"1159","2014-11-18",1,1,3,0,0,0,0,0,0,0
"1160","2014-11-20",1,1,4,1,0,0,0,1,0,0
"1161","2014-11-21",3,3,3,0,0,0,0,0,0,0
"1162","2014-11-22",1,1,0,0,0,0,1,0,0,0
"1163","2014-11-26",2,2,0,0,0,0,0,0,0,0
"1164","2014-11-27",3,3,2,0,0,0,1,0,0,0
"1165","2014-11-30",2,2,0,1,0,0,0,0,0,0
"1166","2014-12-01",2,2,1,0,0,0,0,1,0,0
"1167","2014-12-05",2,2,4,0,0,0,1,0,0,0
"1168","2014-12-07",1,1,1,0,0,0,0,0,0,0
"1169","2014-12-08",1,1,2,0,0,0,0,0,0,0
"1170","2014-12-09",2,2,0,0,0,0,0,0,0,0
"1171","2014-12-11",1,1,3,0,0,0,0,0,0,0
"1172","2014-12-14",1,1,0,0,0,0,0,1,0,0
"1173","2014-12-16",1,1,0,0,0,0,0,0,0,0
"1174","2014-12-18",1,1,0,0,0,0,0,0,0,0
"1175","2014-12-21",1,1,3,0,0,0,0,0,0,0
"1176","2014-12-22",1,1,3,0,0,0,0,4,0,0
"1177","2014-12-23",5,5,1,0,0,0,0,0,0,0
"1178","2014-12-24",2,2,1,0,0,0,1,0,0,0
"1179","2015-01-01",2,2,1,0,0,0,0,0,0,0
"1180","2015-01-11",1,1,1,0,0,0,0,1,0,0
"1181","2015-01-15",1,1,0,0,0,0,0,2,0,0
"1182","2015-01-18",1,1,2,0,0,0,0,0,0,0
"1183","2015-01-20",2,2,2,1,0,0,0,0,0,0
"1184","2015-01-26",2,2,10,0,0,0,0,1,0,0
"1185","2015-01-28",1,1,0,0,0,0,0,0,0,0
"1186","2015-02-02",1,1,1,0,0,0,1,0,0,0
"1187","2015-02-03",2,2,2,0,0,0,1,0,0,0
"1188","2015-02-05",2,2,3,0,0,0,0,0,0,0
"1189","2015-02-06",1,1,1,0,0,0,1,0,0,0
"1190","2015-02-08",1,1,3,0,0,0,0,0,0,0
"1191","2015-02-12",1,1,6,0,0,0,0,0,0,0
"1192","2015-02-14",1,1,1,0,0,0,1,0,0,0
"1193","2015-02-17",1,1,0,0,0,0,0,0,0,0
"1194","2015-02-18",1,1,2,0,0,0,0,0,0,0
"1195","2015-02-19",1,1,0,0,0,0,0,1,0,0
"1196","2015-02-20",1,1,1,0,0,0,0,0,0,0
"1197","2015-02-25",1,1,1,0,0,0,0,0,0,0
"1198","2015-02-28",1,1,0,0,0,0,0,0,0,0
"1199","2015-03-05",1,1,0,0,0,0,1,0,0,0
"1200","2015-03-07",1,1,1,1,0,0,0,0,0,0
"1201","2015-03-09",1,1,0,0,0,0,0,0,0,0
"1202","2015-03-21",1,1,1,0,0,0,1,0,0,0
"1203","2015-03-22",1,1,1,1,0,0,0,0,0,1
"1204","2015-03-26",2,2,1,0,0,0,0,0,0,0
"1205","2015-03-27",2,2,2,0,0,0,0,0,0,0
"1206","2015-03-31",1,1,3,0,0,0,0,0,0,0
"1207","2015-04-01",1,1,0,0,0,0,2,0,0,0
"1208","2015-04-02",3,3,2,0,0,0,0,0,0,0
"1209","2015-04-03",1,1,1,0,0,0,0,0,0,0
"1210","2015-04-06",3,3,1,0,0,0,0,0,0,0
"1211","2015-04-11",1,1,1,0,0,0,0,0,0,0
"1212","2015-04-25",2,2,2,0,0,0,0,0,0,0
"1213","2015-05-01",3,3,0,0,0,0,1,0,0,1
"1214","2015-05-03",2,2,2,0,0,0,1,2,0,0
"1215","2015-05-04",2,2,0,0,0,0,1,0,0,0
"1216","2015-05-09",2,2,1,0,0,0,1,1,0,0
"1217","2015-05-10",1,1,0,0,0,0,2,0,0,0
"1218","2015-05-11",1,1,0,0,0,0,0,0,0,0
"1219","2015-05-13",1,1,2,0,0,0,0,0,0,0
"1220","2015-05-17",2,2,0,0,0,0,0,0,0,0
"1221","2015-05-20",1,1,1,0,0,0,1,0,0,0
"1222","2015-05-21",3,3,1,0,0,0,0,0,0,0
"1223","2015-05-22",1,1,0,0,0,0,0,0,0,0
"1224","2015-05-25",5,5,2,1,0,0,0,4,0,0
"1225","2015-05-26",1,1,1,1,0,0,1,0,0,0
"1226","2015-05-27",2,2,1,0,0,0,1,1,0,0
"1227","2015-05-29",2,2,4,0,0,0,1,0,0,0
"1228","2015-05-31",2,2,0,0,0,0,0,1,0,0
"1229","2015-06-07",1,1,0,0,0,0,0,0,0,1
"1230","2015-06-09",2,2,1,0,0,0,1,0,0,0
"1231","2015-06-10",1,1,2,1,0,0,1,0,0,0
"1232","2015-06-12",3,3,1,0,0,0,2,1,0,1
"1233","2015-06-14",1,1,0,0,0,0,0,0,0,0
"1234","2015-06-15",1,1,0,0,0,0,2,0,0,0
"1235","2015-06-16",1,1,1,0,0,0,1,1,0,0
"1236","2015-06-20",1,1,3,0,0,0,0,0,0,0
"1237","2015-07-01",1,1,0,0,0,0,0,0,1,0
"1238","2015-07-03",1,1,2,0,0,0,0,0,0,0
"1239","2015-07-09",1,1,0,0,0,0,2,0,0,0
"1240","2015-07-13",1,1,1,0,0,0,1,0,0,0
"1241","2015-07-14",2,2,3,0,0,0,0,0,0,0
"1242","2015-07-15",1,1,0,0,0,0,1,0,0,0
"1243","2015-07-16",1,1,1,0,0,0,1,1,0,0
"1244","2015-07-17",1,1,1,0,0,0,0,0,0,0
"1245","2015-07-20",1,1,0,0,0,0,0,0,0,0
"1246","2015-07-24",3,3,4,0,0,0,1,0,0,1
"1247","2015-07-25",2,2,3,0,0,0,0,0,0,1
"1248","2015-07-26",1,1,0,0,0,0,0,0,0,0
"1249","2015-07-27",5,5,2,0,1,0,0,0,0,0
"1250","2015-07-29",1,1,1,0,0,0,1,0,0,0
"1251","2015-07-31",1,1,0,1,0,0,1,0,0,0
"1252","2015-08-01",1,1,1,0,0,0,1,0,0,0
"1253","2015-08-02",1,1,0,0,0,0,1,1,0,0
"1254","2015-08-04",1,1,0,0,0,0,0,5,0,0
"1255","2015-08-06",1,1,2,0,0,0,0,0,0,0
"1256","2015-08-07",1,1,0,0,0,0,0,0,0,2
"1257","2015-08-08",2,2,2,0,0,0,0,0,0,0
"1258","2015-08-12",1,1,2,0,0,0,0,1,0,0
"1259","2015-08-15",2,2,1,0,0,0,1,0,0,0
"1260","2015-08-18",2,2,0,0,0,0,0,1,0,0
"1261","2015-08-20",1,1,0,0,0,0,0,0,0,0
"1262","2015-08-22",3,3,2,0,0,0,1,0,0,0
"1263","2015-08-25",1,1,0,0,0,0,0,0,0,0
"1264","2015-08-30",1,1,0,0,0,0,1,0,0,0
"1265","2015-09-02",1,1,0,0,0,0,0,3,0,0
"1266","2015-09-04",1,1,1,0,0,0,0,0,0,0
"1267","2015-09-05",1,1,0,0,0,0,1,0,0,0
"1268","2015-09-18",1,1,1,0,0,0,0,1,0,0
"1269","2015-09-25",1,1,1,0,0,0,0,0,0,0
"1270","2015-09-29",1,1,0,0,0,0,1,0,0,0
"1271","2015-09-30",1,1,2,0,0,0,1,0,0,0
"1272","2015-10-01",1,1,0,0,0,0,0,0,0,1
"1273","2015-10-03",4,4,4,2,0,0,1,0,2,0
"1274","2015-10-05",1,1,1,0,0,0,0,0,0,0
"1275","2015-10-07",1,1,0,0,0,0,1,0,0,0
"1276","2015-10-08",1,1,4,0,0,0,0,0,0,0
"1277","2015-10-11",1,1,1,0,0,0,0,0,0,0
"1278","2015-10-12",1,1,1,0,0,0,1,0,0,0
"1279","2015-10-17",2,2,1,0,0,0,1,0,0,0
"1280","2015-10-22",1,1,0,1,0,0,1,0,0,0
"1281","2015-10-25",2,2,3,1,0,0,0,0,0,0
"1282","2015-10-29",1,1,1,0,0,0,0,1,0,0
"1283","2015-10-30",1,1,1,0,0,0,1,1,0,1
"1284","2015-11-02",1,1,1,0,0,0,1,1,0,0
"1285","2015-11-13",1,1,2,0,0,0,0,0,0,4
"1286","2015-11-17",2,2,1,0,0,0,1,0,0,0
"1287","2015-11-22",1,1,0,0,0,0,0,1,0,0
"1288","2015-11-23",2,2,3,1,0,0,0,1,0,0
"1289","2015-11-24",1,1,1,0,0,0,1,1,0,1
"1290","2015-11-28",1,1,2,0,0,0,0,0,0,0
"1291","2015-11-30",2,2,2,0,0,0,0,0,0,0
"1292","2015-12-07",2,2,0,0,0,0,0,0,0,0
"1293","2015-12-08",1,1,2,0,0,0,1,0,0,0
"1294","2015-12-10",1,1,0,0,0,0,0,0,0,0
"1295","2015-12-22",1,1,0,0,0,0,0,0,0,0
"1296","2015-12-24",1,1,1,0,0,0,0,0,0,0
"1297","2015-12-30",1,1,0,0,0,0,0,0,0,0
"1298",NA,4,4,2,0,1,0,3,1,0,2
"1299","2007-01-06",1,0,1,0,0,0,0,0,0,0
"1300","2007-01-09",1,0,1,0,0,0,0,0,0,0
"1301","2007-01-13",1,0,1,0,0,0,0,0,0,0
"1302","2007-01-17",1,0,1,0,0,0,0,0,0,0
"1303","2007-01-20",1,0,1,0,0,0,0,0,0,0
"1304","2007-01-22",1,0,1,0,0,0,0,0,0,0
"1305","2007-01-23",2,0,2,0,0,0,0,0,0,0
"1306","2007-01-24",2,1,2,0,0,0,0,0,0,0
"1307","2007-01-25",2,0,2,0,0,0,0,0,0,0
"1308","2007-02-04",1,0,1,0,0,0,0,0,0,0
"1309","2007-02-05",1,0,1,0,0,0,0,0,0,0
"1310","2007-02-08",1,1,1,0,0,0,0,0,0,0
"1311","2007-02-09",1,1,1,0,0,0,0,0,0,0
"1312","2007-02-19",1,0,1,0,0,0,0,0,0,0
"1313","2007-03-14",1,0,1,0,0,0,0,0,0,0
"1314","2007-03-16",1,0,1,0,0,0,0,0,0,0
"1315","2007-03-19",1,0,1,0,0,0,0,0,0,0
"1316","2007-04-03",2,0,2,0,0,0,0,0,0,0
"1317","2007-04-04",1,0,1,0,0,0,0,0,0,0
"1318","2007-04-08",1,1,1,0,0,0,0,0,0,0
"1319","2007-04-09",1,0,1,0,0,0,0,0,0,0
"1320","2007-04-11",1,0,1,0,0,0,0,0,0,0
"1321","2007-04-26",1,0,1,0,0,0,0,0,0,0
"1322","2007-05-18",2,0,2,0,0,0,0,0,0,0
"1323","2007-05-21",1,0,1,0,0,0,0,0,0,0
"1324","2007-05-22",1,0,1,0,0,0,0,0,0,0
"1325","2007-05-26",1,0,1,0,0,0,0,0,0,0
"1326","2007-05-28",1,0,1,0,0,0,0,0,0,0
"1327","2007-06-01",1,1,1,0,0,0,0,0,0,0
"1328","2007-06-02",1,0,1,0,0,0,0,0,0,0
"1329","2007-06-04",1,1,1,0,0,0,1,0,0,0
"1330","2007-06-05",2,0,2,0,0,0,0,0,0,0
"1331","2007-06-06",1,0,1,0,0,0,0,0,0,0
"1332","2007-06-08",1,2,1,0,0,0,0,0,0,0
"1333","2007-06-09",1,2,1,0,0,0,1,1,0,0
"1334","2007-06-13",1,1,1,0,0,0,0,0,0,0
"1335","2007-06-15",1,1,1,0,0,0,0,0,0,0
"1336","2007-06-24",1,0,1,0,0,0,0,0,0,0
"1337","2007-07-01",1,0,1,0,0,0,0,0,0,0
"1338","2007-07-05",1,0,1,0,0,0,0,0,0,0
"1339","2007-07-09",1,1,1,0,0,0,0,0,0,0
"1340","2007-07-18",2,0,2,0,0,0,0,0,0,0
"1341","2007-07-21",1,0,1,0,0,0,0,0,0,0
"1342","2007-08-05",3,0,3,0,0,0,0,0,0,0
"1343","2007-08-13",1,0,1,0,0,0,0,0,0,0
"1344","2007-08-15",1,0,1,0,0,0,0,0,0,0
"1345","2007-08-25",1,0,1,0,0,0,0,0,0,0
"1346","2007-08-27",1,0,1,0,0,0,0,0,0,0
"1347","2007-09-01",2,0,2,0,0,0,0,0,0,0
"1348","2007-09-07",1,0,1,0,0,0,0,0,0,0
"1349","2007-09-23",1,1,1,0,0,0,0,0,0,0
"1350","2007-09-30",1,0,1,0,0,0,0,0,0,0
"1351","2007-10-01",3,0,3,0,0,0,0,0,0,0
"1352","2007-10-11",1,2,1,0,0,0,0,0,0,0
"1353","2007-10-14",1,0,1,0,0,0,0,0,0,0
"1354","2007-10-28",1,0,1,0,0,0,0,0,0,0
"1355","2007-10-29",1,0,1,0,0,0,0,0,0,0
"1356","2007-11-01",1,0,1,0,0,0,0,0,0,0
"1357","2007-11-03",2,1,2,0,0,0,0,0,0,0
"1358","2007-11-09",1,0,1,0,0,0,0,0,0,0
"1359","2007-11-16",1,0,1,0,0,0,0,0,0,0
"1360","2007-11-20",1,0,1,1,0,0,0,0,0,0
"1361","2007-11-24",4,0,4,0,0,0,0,0,0,0
"1362","2007-11-25",4,0,4,0,0,0,0,0,0,0
"1363","2007-11-28",1,0,1,0,0,0,0,0,0,0
"1364","2007-11-29",1,0,1,0,0,0,0,0,0,0
"1365","2007-12-13",1,0,1,0,0,0,0,0,0,0
"1366","2008-01-02",1,1,1,0,0,0,0,0,0,0
"1367","2008-01-09",1,0,1,0,0,0,0,0,0,0
"1368","2008-01-22",1,0,1,0,0,0,1,0,0,0
"1369","2008-02-02",1,0,1,0,0,0,0,0,0,0
"1370","2008-03-06",1,0,1,0,0,0,0,0,0,0
"1371","2008-03-07",1,0,1,0,0,0,0,0,0,0
